income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,sect_empl,fam_adult_size,children_no,tenure_mts,claims_no,claims_am,nights_booked,shop_am,credit_use_ic_False,credit_use_ic_True,credit_use_ic_Undefined,insurance_ic_False,insurance_ic_True,insurance_ic_Undefined,spa_ic_False,spa_ic_True,spa_ic_Undefined,married_cd_ic_False,married_cd_ic_True,sport_ic_False,sport_ic_True,sport_ic_Undefined,marketing_permit_ic_False,marketing_permit_ic_True,marketing_permit_ic_Undefined,urban_ic_False,urban_ic_True,urban_ic_Undefined,dining_ic_False,dining_ic_True,dining_ic_Undefined,presidential_ic_False,presidential_ic_True,presidential_ic_Undefined,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,prev_stay_ic_False,prev_stay_ic_True,prev_stay_ic_Undefined,prev_all_in_stay_ic_False,prev_all_in_stay_ic_True,prev_all_in_stay_ic_Undefined,company_ic_False,company_ic_True,company_ic_Undefined,gender_M,gender_Undefined,gender_V,shop_use_ic_False,shop_use_ic_True,shop_use_ic_Undefined,retired_ic_False,retired_ic_True,retired_ic_Undefined,gold_status_ic_False,gold_status_ic_True,gold_status_ic_Undefined
1.031060516124388,0.550233211343506,1.8277434439250986,0.0,0.0,0.2777746798193014,1.25,0.19009117769282388,0.25419116198628616,-0.08333333333333333,0.6931471805599453,0.5,1.0986122886681098,1.517495048571159,0.0,0.0,0.8218120328819019,8.429176764196743,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0.8781618975686364,-0.35481611646641115,0.6950173689195001,0.0,0.0,0.33016654412091134,0.25,0.0,0.5817392979701502,-0.08333333333333333,0.6931471805599453,0.0,0.0,-0.5336558465695059,0.0,0.0,-0.27243756856691875,0.0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.33731791398794964,-0.039208294571954544,0.9359502931629183,6.013715156042802,1.6094379124341003,0.3253741551073228,1.0,0.8547556456757273,0.7478577379461246,-0.25,0.0,0.5,0.6931471805599453,-0.2523259232958487,0.0,0.0,1.4878020564500989,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.6650855481265864,0.2971986839172877,0.09370354329303322,0.0,0.0,-0.7773981450079146,-0.5,0.0,-0.4894415569298876,0.9166666666666666,0.0,-0.5,0.0,0.4944771457578598,0.0,0.0,-0.37586401593546226,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.248956157389303,0.10818649953132754,0.04441602530574547,0.0,0.0,-0.7773981450079146,-0.25,-2.209511291351454,0.5612384526441336,0.7916666666666666,0.0,-0.5,0.0,0.7093109053486526,0.0,0.0,0.6294866520967143,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.37388772981402374,-0.6982122049081693,-0.2374960048663846,0.0,0.0,-0.7773981450079146,-0.5,0.19009117769282388,-1.7684006564348953,-1.0833333333333333,0.0,-0.5,0.0,-1.4185663325030098,0.0,0.0,-0.27243756856691875,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.4072707889785413,0.21873977621531043,0.24473865002635672,0.0,0.0,0.33016654412091134,-0.25,0.7474574155078949,-2.8723108177398164,-0.4166666666666667,0.0,0.0,0.0,-0.48250495142884103,0.0,0.0,0.20478831510098292,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.6893727747292637,0.3112072083403045,0.1450131075585785,0.0,0.0,-0.7773981450079146,0.0,0.3547556456757271,-0.08783344056545694,0.7083333333333334,0.0,-0.5,0.0,0.5302827723563253,0.0,0.0,-0.5092038975949189,7.255606215343016,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1.0865703660539523,0.4367586787838675,1.8801711456457666,7.755338812846501,1.0986122886681098,0.30397031851249834,1.0,-0.4999999999999999,1.0321391785881968,-0.4583333333333333,0.0,0.0,0.0,-0.7280292481040328,0.0,0.0,-0.27243756856691875,0.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1.2151346132240923,0.519614299297523,0.5283343109772229,0.0,0.0,-0.7773981450079146,0.0,-0.4999999999999999,-0.870174250962652,1.4583333333333333,0.0,-0.5,0.0,0.23360758054046846,0.0,0.0,0.6160510052267606,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-0.28246620064156025,-0.23060019249746808,-0.005028837506433601,0.0,0.0,0.08130200942150091,1.0,0.3547556456757271,0.14215799284128264,0.20833333333333334,0.0,0.0,0.0,-1.2906890946513474,0.0,0.0,0.20478831510098292,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.15624374322431403,-0.1860844327936052,-0.15718289040520256,0.0,0.0,0.23378978532930622,-1.0,-0.22483014339339577,0.05379969149313897,-0.875,0.0,0.0,0.6931471805599453,-0.8763668440119612,0.0,0.0,0.3701062106874569,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
